feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_00220,"SMS services are fine, never had issues with delivery NEVER again!",SMS Services,Neutral,1
fb_00221,Ported to this network and regretting it. Network congestion is worse than my previous provider. Should have stayed.,Number Portability|Network Congestion,Negative|Negative,2
fb_00222,Postpaid plan benefits are decent for the price point. SMS pack included is a nice touch even though I rarely use SMS anymore.,Postpaid Plans|SMS Services,Positive|Neutral,2
fb_00223,Network congestion during festivals and events is absolutely pathetic. Cant even send a text.,Network Congestion|SMS Services,Negative|Negative,2
fb_00224,"Number portability process was straightforward. No drama, no delays. Happy with the switch fr",Number Portability,Positive,1
fb_00225,Postpaid plan locked me into a 12-month contract without clearly mentioning it. SMS terms and conditions were buried in fine print. Feeling trapped now.,Postpaid Plans|SMS Services,Negative|Negative,2
fb_00226,Network congestion is the worst thing about this provider. Everything else is fine but whats the point if the network crawls every evening.,Network Congestion,Negative,1
fb_00227,"SMS services are outdated. No RCS support, no read receipts. Postpaid plan doesnt even include international SMS which is ridiculous in this day and age.",SMS Services|Postpaid Plans,Negative|Negative,2
fb_00228,Number portability completed in 48 hours as promised. Good experience overall.,Number Portability,Positive,1
fb_00229,Network congestion has made my postpaid unlimited plan worthless. Paying 999 per month for speeds tht barely hit 1mbps during peak hours. Considering porting out seriously.,Network Congestion|Postpaid Plans|Number Portability,Negative|Negative|Neutral,3
fb_00230,SMS alerts for account activity are prompt and useful.,SMS Services,Positive,1
fb_00231,Postpaid plan upgrade process was smooth. No downtime during the switch.,Postpaid Plans,Positive,1
fb_00232,Number portability request keeps getting stuck in processing. Called 5 times and each agent says something different. SMS updates about the port status are also inconsistent :(,Number Portability|SMS Services,Negative|Negative,2
fb_00233,Network congestion in tier-2 cities is terrible. They only care about metros.,Network Congestion,Negative,1
fb_00234,Amazing... network speed gone again. What a surprise.,Postpaid Plans|SMS Services|Network Congestion,Positive|Neutral|Negative,3
fb_00235,Number portability should not take more than 24 hours in 2024. Pathetic system.,Number Portability,Negative,1
fb_00236,SMS spam filter on this network is nonexistent. Getting 20+ promotional messages daily. Network congestion adds to the frustration when legitimate OTPs get delayed because of all this junk traffic.,SMS Services|Network Congestion,Negative|Negative,2
fb_00237,Postpaid plan customer service is slightly better than prepaid at least.,Postpaid Plans,Neutral,1
fb_00238,"Ported in from another provider and the transition was seamless. No downtime, number worked within hours. SMS services also transferred without issues.",Number Portability|SMS Services,Positive|Positive,2
fb_00239,Network congestion during IPL season was unbearable. Couldnt stream a single match.,Network Congestion,Negative,1
fb_00240,Postpaid plan cancellation fee is outrageous. Number portability exit process is designed to frustrate you into staying. These companies need regulation.,Postpaid Plans|Number Portability,Negative|Negative,2
fb_00241,"SMS DELIVERY IS INSTANT ON THIS NETWORK, NO DELAYS AT ALL.",SMS Services,Positive,1
fb_00242,"Network congestion is a daily struggle... Postpaid or prepaid makes no difference, everyone suffers equally during peak hours... The infrastructure simply cant handle the user load...",Network Congestion|Postpaid Plans,Negative|Negative,2
fb_00243,Number portability awareness is low. Many people dont know they can switch without changing their number.,Number Portability,Neutral,1
fb_00244,Postpaid plan with family sharing is actually well designed. SMS notifications for usage by each member are helpful for tracking.,Postpaid Plans|SMS Services,Positive|Positive,2
fb_00245,Network congestion makes this network unusable between 6-10pm daily.,Network Congestion,Negative,1
fb_00246,Tried to port my number and they offered me a better postpaid plan to stay. Retention offer was actually good so I stayed. Smart move by them.,Number Portability|Postpaid Plans,Neutral|Positive,2
fb_00247,SMS services are basic but functional. Nothing fancy :( HATE this!,SMS Services,Neutral,1
fb_00248,Network congestion combined with poor SMS delivery is making me seriously consider porting. This postpaid plan is not worth the premium price if the network cant handle basic tasks.,Network Congestion|SMS Services|Number Portability|Postpaid Plans,Negative|Negative|Neutral|Negative,4
fb_00249,Number portability regulations need to be stricter. Companies shouldnt be allowed to delay the process.,Number Portability,Negative,1
fb_00250,"Postpaid plan is decent overall. SMS works, network congestion is manageable in my area. Not planning to port anytime soon.",Postpaid Plans|SMS Services|Network Congestion|Number Portability,Positive|Neutral|Neutral|Positive,4
fb_00251,International calling rates are very reasonable now. Calling family in the US costs almost nothing with the ISD pack.,International Calling,Positive,1
fb_00252,Device compatibility is excellent. Works perfectly on my Samsung and my old Nokia both. Roaming also activated automatically when I landed in Malaysia. Pricing for the roaming pack was fair too HATE this!,Device Compatibility|Roaming|Pricing,Positive|Positive|Positive,3
fb_00253,International calling quality is crystal clear on WiFi calling. No lag at all.,International Calling,Positive,1
fb_00254,Roaming charges are still too high for Southeast Asian countries. Pricing needs to be more competitive for frequent travelers. Ugh.,Roaming|Pricing,Negative|Negative,2
fb_00255,Device compatibility with eSIM is great. Worked on my iPhone and Pixel without any issues. International calling via VoLTE is also smooth.,Device Compatibility|International Calling,Positive|Positive,2
fb_00256,Pricing for international calling packs is the best in the market right now rn,Pricing|International Calling,Positive|Positive,2
fb_00257,Roaming worked flawlessly in 15 countries during my Europe trip. Device compatibility was never an issue. The pricing for the global roaming pack at 999 for 30 days is genuinely good value.,Roaming|Device Compatibility|Pricing,Positive|Positive|Positive,3
fb_00258,International calling drops frequently when calling Middle East numbers.,International Calling,Negative,1
fb_00259,Device compatibility is good across all major brands. No issues with 4G or 5G bands on any of my devices.,Device Compatibility,Positive,1
fb_00260,Roaming in Japan was seamless. Got 4G speeds and international calling back home was clear. The daily pricing model for roaming is much better than the old per-MB charges ngl,Roaming|International Calling|Pricing,Positive|Positive|Positive,3
fb_00261,Pricing is competitive for what they offer. Happy with the value.,Pricing,Positive,1
fb_00262,International calling to Africa is expensive and quality is poor. Roaming in African countries is also not supported on most plans.,International Calling|Roaming,Negative|Negative,2
fb_00263,Device compatibility with Chinese phones like Xiaomi and Realme is perfect. All bands supported.,Device Compatibility,Positive,1
fb_00264,Roaming activation is instant and the pricing is transparent. No hidden charges on my bill after returning from abroad. International calling rates are also clearly displayed in the app.,Roaming|Pricing|International Calling,Positive|Positive|Positive,3
fb_00265,Good pricing on the annual international calling pack. Saves a lot compared to per-minute rates 😤,Pricing|International Calling,Positive|Positive,2
fb_00266,Device compatibility could be better for older phones. My parents 4G feature phone doesnt support VoLTE on this network.,Device Compatibility,Negative,1
fb_00267,Roaming in the Middle East was excellent. International calling quality was also great. Pricing for the Gulf roaming pack is reasonable at 149 per day smh,Roaming|International Calling|Pricing,Positive|Positive|Positive,3
fb_00268,International calling via the app is free to many countries. Great feature rn,International Calling,Positive,1
fb_00269,Device compatibility with wearables and smartwatches is now supported. Roaming also works on the eSIM watch which is impressive.,Device Compatibility|Roaming,Positive|Positive,2
fb_00270,"Pricing is fair, not the cheapest but you get what you pay for.",Pricing,Neutral,1
fb_00271,International calling pack auto-renews which is convenient. No interruption in service when calling abroad regularly.,International Calling,Positive,1
fb_00272,Roaming data speeds are good in most countries. Device compatibility across iPhones and Android is seamless. Pricing could be slightly lower for the premium roaming packs though.,Roaming|Device Compatibility|Pricing,Positive|Positive|Neutral,3
fb_00273,Device compatibility is not an issue at all with modern phones.,Device Compatibility,Positive,1
fb_00274,International calling to landlines abroad is still expensive. Mobile-to-mobile is cheap but landline rates havent changed in years tbh,International Calling|Pricing,Negative|Negative,2
